# base64 English<TAB>base64 Japanese
SWYgSSBkb250IGRvIGl0IG5vdyBJJ2xsIHRhbGsgbXlzZWxmIG91dCBvZiBpdCBhdCB0ZW4gbydjbG9jaw==	44KE44KJ44Gq44GE44GoMTDmmYLpoIPjgYvjgonoh6rliIbjgafoqbHjgZvjgb7jgZk=
TGVvJ3MgZ29pbmcgdG8gaGVscC4gSSBhc2tlZCBoaW0gdG8u	TGVvJ3PjgYzjgYrmiYvkvJ3jgYTjgZfjgb7jgZnjgIIg44GK5ZWP44GE5ZCI44KP44Gb
SSdtIG5vdCBkb2luZyB0aGlzIHRvIG15c2VsZiBpbiBhIGJhdGhyb29tIG9uIHRoZSBiaWdnZXN0IG5pZ2h0IG9mIG15IGxpZmU=	56eB44Gu5Lq655Sf44Gu5pyA5aSn44Gu5aSc44Gr44OQ44K544Or44O844Og44Gn6Ieq5YiG44KS44KE44Gj44Gm44GE44G+44Gb44KT
VGVuIG1pbnV0ZXM=	MTDliIY=
MTUgbWludXRlcyBsYXRlci4uLg==	MTXliIblvowuLi4=
WW91IGdlbnVpbmVseSBjYW5ub3QgdGVsbA==	5pys5b2T44Gr6KiA44GG44GT44Go44GM44Gn44GN44Gq44GE
QmFiZSBJIGNhbiBmZWVsIG15IG93biBoZWFydGJlYXQgaW4gaXQ=	44OZ44Kk44OWIOengeOBr+iHquWIhuOBruW/g+aLjeOCkuaEn+OBmOOCi+OBk+OBqOOBjOOBp+OBjeOBvuOBmQ==
SSBoYXZlIHRvIFdBTEsuIEluIGhlZWxzLiBBbmQgdGFsayB0byBwZW9wbGUgYWJvdXQgQVJULg==	44GK5ZWP44GE5ZCI44KP44GbIOODkuODvOODq+OBp+OAgiDjgIzjgqLjg7zjg4jjgI3jga7kurrjgIXjgpLoqp7jgos=
SSB3aWxsIE5PVCBiZSBmaW5l	44GK5ZWP44GE5ZCI44KP44Gb
SSdsbCBiZSBleHRyZW1lbHkgbm90IGZpbmUgYW5kIEknbSBnb2luZyB0byBsb3ZlIGl0	56eB44Gv6Z2e5bi444Gr6Imv44GP44Gq44GE44GX44CB56eB44Gv44Gd44KM44KS5oSb44GZ44KL44Gk44KC44KK44Gn44GZ
SSBoYWQgdG8gbGllIGRvd24gZm9yIG9uZSBtaW51dGUgYmVmb3JlIEkgZ28gYmFjayBvdXQgdGhlcmUu	44Gd44GT44Gn5biw44Gj44Gm44GL44KJMeWIhue1jOOBo+OBpuOBhOOBjeOBvuOBl+OBn+OAgg==
U3VycHJpc2UgbWU=	44K144OX44Op44Kk44K6
SnVzdCB5b3UgdHdvPw==	44GC44Gq44Gf44Gg44GR44GuMj8=
Tm8gcmVhc29u	55CG55Sx44Gq44GX
V29ydGggaXQ=	5L6h5YCk44GC44KL
SGF2ZSBmdW4gYmFieQ==	5qW944GX44GE6LWk44Gh44KD44KT
WW8gTGVvLiBFdmVyeXRoaW5nIG9rYXk/	44Oo44O744Os44Kq44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
V2hhdCBpcyB0aGF0	44Go44GE44GG44GT44Go
UGFpbnRpbmcgd2hhdD8=	5L2V44KS57W155S7Pw==
SSByZW1lbWJlcg==	6Kaa44GI44Gm44GE44KL
U2hlIGRvZXNuJ3Qga25vdz8=	44KP44GL44KJ44Gq44GEPw==
V2h5IGtlZXAgaXQgcXVpZXQ=	6Z2Z44GL44Gr5L+d44Gk55CG55Sx
QmVmb3JlIG1lIHRvbz8=	44GK5ZWP44GE5ZCI44KP44Gb
QXJlIHlvdSBnb25uYSBpbnZpdGUgaGVyIG92ZXIgdG9uaWdodD8=	5aSc44KS6YGO44GO44Gm44GK6LaK44GX44Gn44GZ44GLPw==
Pw==	44GK5ZWP44GE5ZCI44KP44Gb
WW91IGFscmVhZHkgZGVjaWRlZA==	5pei44Gr5rG65a6a44GX44G+44GX44Gf
V2h5IHRoZW0gZmlyc3Q=	5Yid44KB44Gm44Gu55CG55Sx
WW91J3JlIGFza2luZyBtZT8=	44GK5ZWP44GE5ZCI44KP44Gb
SXQgc291bmRzIGFtYXppbmc=	44Gd44KM44Gv57Sg5pm044KJ44GX44GE6IGe44GT44GI44G+44GZ
TWU/	44GK5ZWP44GE5ZCI44KP44Gb
U2hvdWxkIEkgYmUgdmFndWUgb3IganVzdCB0ZWxsIGhlciB5b3UgaGF2ZSBhIHBhaW50aW5n	56eB44Gv5ryg54S244Go44GX44Gm44GE44KL44GL44CB5Y2Y44Gr44GC44Gq44Gf44GM57W155S744KS5oyB44Gj44Gm44GE44KL5b285aWz44Gr5Lyd44GI44KL5b+F6KaB44GM44GC44KK44G+44GZ
TW9ybmluZyBiZWF1dGlmdWw=	5pyd44Gu576O44GX44GE
TGVvIGhhcyBhIHN1cHJpc2UgZm9yIHlvdQ==	TGVvIOOBr+OBguOBquOBn+OBruOBn+OCgeOBrue0oOaZtOOCieOBl+OBhOOCkuaMgeOBo+OBpuOBhOOBvuOBmQ==
QSBzdXJwcmlzZS4gVGhhdHMgYWxsIEknbSBhbGxvd2VkIHRvIHNheS4=	44K144OX44Op44Kk44K644CCIOOBpOOBvuOCiuOAgeengeOBjOiogOOBhuOBk+OBqOOBr+ioseOBleOCjOOBpuOBhOOCi+OAgg==
U2luY2UgYWJvdXQgYW4gaG91ciBhZ28=	57SEMeaZgumWk+WJjeOBi+OCiQ==
SXRzIHZlcnkgbXVjaCBub3QgYmFk	44Gd44KM44G744Gp5oKq44GP44Gq44GE
SGUncyBzYXQgb24gdGhpcyB0aHJlZSBkYXlzIHdpdGhvdXQgY3JhY2tpbmc=	44Gy44Gz5Ymy44KM44Ga44GrM+aXpemWk+W6p+OBo+OBpuOBhOOCiw==
VGhhdCB3YXMgdGhlIGlkZWE=	6ICD44GI44Gv
SGUncyBkb2luZyBhIHZpZXdpbmcgdG9uaWdodC4gVGhlIGNsYXNzIGF0IHNpeCwgZXZlcnlvbmUgZWxzZSBhdCBzZXZlbi4=	5aSc44KS55y644KB44Gm44GE44KL44CCIDbjgq/jg6njgrnjgIE35Lq644Gn5LuW44Gu44GZ44G544Gm44Gu44Kv44Op44K544CC
VGhlIGZpdmUgZnJvbSB0aGF0IGRheQ==	44Gd44Gu5pel44GuNQ==
QW5kIGhlIHdhbnRzIHlvdSB0aGVyZS4gU3RhbmRpbmcgbmV4dCB0byBpdC4=	44Gd44GT44Gn44G744GX44GE44CCIOmao+aOpeOBmeOCi+OAgg==
TmljZSB0cnk=	57Sg5pm044KJ44GX44GE6Kmm44G/
V2FzIEkgd3Jvbmc/	6ZaT6YGV44Gj44Gm44GE44GfPw==
SSB3YW50IHlvdSB0byBkbyBpdA==	44KE44KK44Gf44GE
SSB0b2xkIGhpbSB5ZXM=	44GK5ZWP44GE5ZCI44KP44Gb
SSB0b2xkIGhpbSBpdCdzIHlvdXIgY2FsbA==	56eB44Gv5b2844Gr6KiA44Gj44Gf44GC44Gq44Gf44Gu5ZG844Gz5Ye644GX44Gn44GZ
WW91IGhhdmUgYWxsIGRheQ==	5LiA5pel5Lit
WW91IGFscmVhZHkga25vdyB3aGljaCBvbmUgeW91IHdhbnQ=	44GC44Gq44Gf44Gv44GZ44Gn44Gr44GC44Gq44Gf44GM5pyb44KA44KC44Gu44KS55+l44Gj44Gm44GE44KL
Tm8=	44Gq44GX
VGhlIGJsYWNrIG9uZQ==	44OW44Op44OD44Kv44Ov44Oz
V2hpY2hldmVyIG9uZSBMZW8gd291bGQgcGljaw==	6Kqw44GM44Os44Kq44KS6YG444G244GL
WW91IGJvdWdodCB0aGF0IHRoZSBkYXkgYmVmb3JlIHllc3RlcmRheQ==	5pio5pel44Gu5YmN5pel44G+44Gn44Gr6LK344Gj44Gf
Q2hyaXN0	44Kt44Oq44K544OI44O744Kt44Oq44K544OI
SSdsbCBrbm93	44GK5ZWP44GE5ZCI44KP44Gb
Tm90IGZvciBtZQ==	56eB44Gu44Gf44KB44Gr
SSdsbCB0YWtlIGl0	44GK5ZWP44GE5ZCI44KP44Gb
WW91J2xsIGJlIGFtYXppbmc=	44GC44Gq44Gf44Gv57Sg5pm044KJ44GX44GE44Gn44GX44KH44GG
WW91IGRvbid0IG5lZWQgaXQ=	44GK5ZWP44GE5ZCI44KP44Gb
R29vZCBsdWNrIGJhYnk=	5bm46YGL44Gq6LWk44Gh44KD44KT
SXMgdGhlcmU=	44Gd44GT44Gr44GC44KK44G+44GZ
RGlkIGhlIHNheSB0aGF0	5b2844Gv6KiA44Gj44Gf
QW5kIHRoZSByZWFsIGdsYXNzZXMgYXJlIGZvcg==	44Gd44GX44Gm5a6f6LOq44Ks44Op44K544Gv44Gu44Gf44KB44Gn44GZ
WW91IGNhbiBzYXkgdXM=	44GK5ZWP44GE5ZCI44KP44Gb
R28=	44GK44GZ44GZ44KB
V2VsbD8=	44GK5ZWP44GE5ZCI44KP44Gb
VGhhdCBnb29kPw==	44Gd44KM44Gv6Imv44GE44Gn44GZ44GLPw==
SGUgdG9vayBhIHBob3RvLiBIZSBzZW50IGl0IHRvIG1lLg==	5YaZ55yf44KS5pKu44KK44G+44GX44Gf44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
VGhlIGRheSBvZiB0aGUgY2xhc3MuIEZyb20gaGlzIHBob25lLg==	44Kv44Op44K55b2T5pelIOaQuuW4r+mbu+ipseOBi+OCieOAgg==
SSd2ZSBrbm93biB3aGF0IGl0IHdhcyBvZi4gTm90IHdoYXQgaGUgZGlkIHdpdGggaXQu	56eB44Gv44Gd44KM44GM5L2V44Gg44Gj44Gf44GL44KS55+l44Gj44Gm44GE44G+44GZ44CCIOW9vOOBjOOBneOCjOOBp+S9leOCkuOBl+OBn+OBi+OBp+OBr+OBguOCiuOBvuOBm+OCk+OAgg==
SGUgYXNrZWQgbWUgdG8gYmUgdmFndWU=	5b2844Gv56eB44Gr5ryg54S244Go44GX44Gf44GT44Go44KS56eB44Gr5bCL44Gt44G+44GX44Gf
SSByZW1lbWJlci4gWW91IHRvbGQgbWUu	6Kaa44GI44Gm44GE44G+44GZ44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
V2hpY2ggcGFydA==	44Gp44Gu6YOo5YiG44GL
SGUncyBnb29k	5b2844Gv6Imv44GE44Gn44GZ
SXRzIG5vdD8=	44Gq44GEPw==
QW5kIHRoaXMgZG9lc24ndA==	44Gd44GX44Gm44CB44GT44KM44Gv44Gd44GG44Gn44Gv44GC44KK44G+44Gb44KT
SSd2ZSBzcGVudCB5ZWFycyBvbiB5b3U=	56eB44Gv44GC44Gq44Gf44Gu5bm044KS6YGO44GU44GX44G+44GX44Gf
WW91IGFyZS4gSSBnZXQgaXQu	44GK5ZWP44GE5ZCI44KP44GbIOOBiuWVj+OBhOWQiOOCj+OBmw==
R28gYWhlYWQ=	5YWI44Gr6YCy44KA
SGUgY2FuIGFzayBtZSBoaW1zZWxm	6Ieq5YiG44KS5bCL44Gt44KL
SGFuZyBpdA==	44Gd44KM44KS5o6b44GR44Gm5LiL44GV44GE
SGFuZyB0aGUgcGFpbnRpbmcsIExlbw==	57W155S744KS5o6b44GR44Gm5LiL44GV44GE44CB44Os44Kq
Li4uSGFuZyBteSB3aWZlIG9uIHlvdXIgd2FsbA==	44GC44Gq44Gf44Gu5aOB44Gr56eB44Gu5aa744KS44OP44Oz44Kw
SSB3b24ndA==	56eB44Gv44Gq44GE
VGhhdCdzIGV4YWN0bHkgd2hhdCBzaGUgc2FpZA==	44G+44GV44Gr5b285aWz44GM6KiA44Gj44Gf44GT44Go44Gn44GZ
Li4uVGhhbmsgeW91IGZvciBwdXR0aW5nIGl0IGxpa2UgdGhhdA==	44GK5ZWP44GE5ZCI44KP44Gb
SXMgdGhhdCBzdHJhbmdl	5aWH5aaZ44Gq44GT44Go
V2FzIHNoZSByaWdodD8=	5b285aWz44Gv5q2j44GX44GE44Gn44GZ44GLPw==
R28gb24=	44GK5ZWP44GE5ZCI44KP44Gb
TG9va2luZyBhdCB3aGF0	5L2V44GL44KS6KaL44KL
TWVhbmluZyB3aGF0	5L2V44KS5oSP5ZGz44GZ44KL
SGUgY2xvY2tlZCBpdCBpbiB0ZW4gc2Vjb25kcw==	5b2844GvMTDnp5LjgafjgZ3jgozjgpLjgq/jg63jg4Pjgq/jgZfjgb7jgZfjgZ8=
QWJvdXQgU2Vt	44K744Og44Gr44Gk44GE44Gm
Tm90IG9uY2U=	5LiA5bqm44KC
WW91J3JlIHRlbGxpbmcgbWUgbm93	5LuK56eB44Gr6KiA44Gj44Gm44GE44KL
VGhlbiB3ZSdyZSBva2F5	44GK5ZWP44GE5ZCI44KP44Gb
V2UncmUgb2theQ==	44GK5ZWP44GE5ZCI44KP44Gb
Tm8uIEknbSBnbGFkIHlvdSB0b2xkIG1lLg==	44GE44GE44GI44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
QSBsaXR0bGUuIE5vdCBhYm91dCBoaW0uIEFib3V0IHRoZSB0aHJlZSBkYXlzIEkgZGlkbid0IGtub3cu	5bCR44GX44CCIOOBiuWVj+OBhOWQiOOCj+OBmyDnn6Xjgorjgb7jgZvjgpPjgafjgZfjgZ/jgII=
SGFzIGhl	5b28
VHdpY2UgaW4gdGhyZWUgZGF5cw==	M+aXpeOBpzLlm54=
WW91J3JlIGFsbG93ZWQgdG8gcmVncmV0IHRoaW5ncw==	54mp5LqL44KS5b6M5oKU44GZ44KL44GT44Go44GM44Gn44GN44G+44GZ
RG8geW91IHJlZ3JldCB0aHJvd2luZyBpdCBhd2F5Pw==	44Gd44KM44KS5o2o44Gm44Gm5b6M5oKU44GX44G+44GZ44GLPw==
WW91IG1hZGUgdGhlIHJpZ2h0IGNhbGw=	5q2j44GX44GE5ZG844Gz5Ye644GX44KS44GX44Gf
U2VtIGRyZXcgdGhhdD8=	44K144O844Og44Gv44Gd44KM44KS5pu444GN44G+44GX44Gf44GLPw==
TmVydm91cz8=	56We57WM57O7Pw==
SGUgc2FpZCB0aGF0IHRvIHlvdXIgZmFjZQ==	5b2844Gv44GC44Gq44Gf44Gu6aGU44Gr6KiA44Gj44Gf
SG93IGRpZCB0aGF0IGxhbmQ=	44Gd44Gu5Zyf5Zyw44KS44GX44Gf
SSBtYWtlIG5vIHByb21pc2Vz	57SE5p2f44Gq44GX
QXQgd2hhdA==	44GK5ZWP44GE5ZCI44KP44Gb
SmVzdXM=	44Kk44Ko44K55qeY
V2hhdCBkaWQgaGUgc2F5	5b2844Gv6KiA44Gj44Gf44GT44Go
QW5kIHlvdSBsaWtlIHRoYXQ=	44Gd44GX44Gm44CB
RG9lcyBoZSBrbm93Pw==	5b2844Gv55+l44Gj44Gm44GE44G+44GZ44GLPw==
R28gYnJlYXRoZQ==	5ZG85ZC444GZ44KL
QnV0	44GX44GL44GX44CB
WW91J3JlIGFza2luZyBpZiBoZSBjYW4gc3RheQ==	5rue5Zyo44Gn44GN44KL44GL44Gp44GG44GL5bCL44Gt44KL
V2hhdA==	5paw552A5oOF5aCx
VGhhdCdzIG5vdCBmYWly	44Gd44KM44Gv5YWs5q2j44Gn44Gv44GC44KK44G+44Gb44KT
SSBrbm93IHNoZSBjYW4=	56eB44Gv5b285aWz44GM44GZ44KL44GT44Go44GM44Gn44GN44G+44GZ55+l44Gj44Gm44GE44KL
Tm8gYXJndW1lbnQ=	5byV5pWw44Gq44GX
SSdtIHN1cmU=	44GK5ZWP44GE5ZCI44KP44Gb
U2VuZCBoaW0gaG9tZSB3aGVuIGl0J3Mgb3Zlcg==	44Gd44KM44GM57WC44KP44KL44Go44GN44CB5b2844KS5a6244Gr6YCB44KK44G+44GZ
UEFUSCBBIOKAlCBMaWx5IGFsb25lIHdpdGggTGVvLiBZb3Ugd2lsbCBub3Qgc2VlIFNlbSB0b25pZ2h0Lg==	UEFUSCBBIOKAlCDjg6zjgqrjgaDjgZHjgafjgoLlmJjjgpLjgaTjgY/jgIIg5aSc44Gv44K744Og44GM6KaL44GI44Gq44GE44CC
SGUgY2FuIHN0YXk=	5b2844Gv5rue5Zyo44GZ44KL44GT44Go44GM44Gn44GN44G+44GZ
UEFUSCBCIOKAlCBTZW0gc3RheXMuIExlbyBhbmQgU2VtIGJvdGgu	UEFUSCBCIOKAlCDjgrvjg6Djga/mu57lnKjjgZfjgb7jgZnjgIIg44Os44Kq44Go44K744Og44Gu5Lih5pa544CC
V2UgZGlkLiBBYm91dCBTZW0gc3RheWluZyBhZnRlci4=	44GK5ZWP44GE5ZCI44KP44GbIOOBlOWuv+aziuW+jOOBruOCu+ODoOOBq+OBpOOBhOOBpg==
SSBzYWlkIGhlIGNhbg==	56eB44Gv5b2844GM44Gn44GN44KL44Go6KiA44Gj44Gf
TGVvIGFza2VkIG1lIHByb3Blcmx5LiBJIGFuc3dlcmVkIHByb3Blcmx5Lg==	44GK5ZWP44GE5ZCI44KP44GbIOOBiuWVj+OBhOWQiOOCj+OBmw==
RG9lcyB0aGF0IGJvdGhlciB5b3U=	44GC44Gq44Gf44KS5rCX44Gr44GZ44KL
VHJ5IHRvIHRlbGwgbWUgd2hhdCBpdCBkb2VzIHRvIHlvdSBiYWJ5	6LWk44Gh44KD44KT44Gr5L2V44KS44GZ44KL44GL5pWZ44GI44Gm44GP44Gg44GV44GE
SSB3YW5uZSBrbm93	56eBIOODr+OCouODsyDnn6XjgaPjgabjgYTjgos=
SG93IGRvZXMgdGhhdCBmZWVs	5oSf44GY44KL5pa55rOV
QSBsaXR0bGU=	44KC44GG5bCR44GX
WW91IGNhbiBzdG9wIGl0IGF0IGFueSBwb2ludCB0b25pZ2h0LiBBbnkgcG9pbnQu	5aSc5Lit44Gv44GE44Gk44Gn44KC5YGc6LuK44Gn44GN44G+44GZ44CCIOS7u+aEj+OBruODneOCpOODs+ODiOOAgg==
VGhlbiBob2xkIGl0LiBBbGwgbmlnaHQuIERvbid0IHRlbGwgaGltLg==	44Gd44KM44GL44KJ44Gd44KM44KS5L+d5oyB44GX44Gm5LiL44GV44GE44CCIOOBlOWuv+aziuaXpSDjgYrllY/jgYTlkIjjgo/jgZs=
SSBkaWRuJ3QgYXNrIHlvdSB0bw==	44GK5ZWP44GE5ZCI44KP44Gb
Tm8uIEkgdGhpbmsgdGhhdHMgZXhhY3RseSByaWdodC4=	44GE44GE44GI44CCIOOBvuOBleOBq+OBneOBhuOBp+OBmeOBreOAgg==
SSBrbm93IHdoYXQgSSBzYWlk	56eB44Gv56eB44GM6KiA44Gj44Gf44GT44Go44KS55+l44Gj44Gm44GE44G+44GZ
SG93IGRpZCBJIHNheSBpdA==	56eB44Gv44Gd44KM44KS6KiA44GG5pa55rOV
Tm90IHlldA==	5pyq5L2/55So
V2UgZGlk	56eB44Gf44Gh44Gv44CB
SSBkaWQ=	44KE44Gj44Gf
SGUgdG9sZCBtZSB0aGVyZSB3YXMgc29tZXRoaW5nLiBOb3Qgd2hhdC4=	5L2V44GL44GM44GC44Gj44Gf44Go6KiA44GE44G+44GX44Gf44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
QmVjYXVzZSB0b25pZ2h0IGlzIHlvdXJzIGFuZCBMZW8ncy4=	5aSc44Gv44GC44Gq44Gf44KE44Os44Kq44GV44KT44CC
QmVjYXVzZSBJIHdhbnQgeW91IHRvIGFzayBtZSBmb3IgdGhlIHRoaW5nIHlvdSd2ZSBiZWVuIHRvbyBzY2FyZWQgdG8gYXNrIG1lIGZvci4=	56eB44Gv44GC44Gq44Gf44GM44GC44G+44KK44Gr44KC5oCW44GE44KC44Gu44KS56eB44Gr5bCL44Gt44Gf44GE44Gu44Gn44CBLg==
VGhlIGxpbmdlcmll	44K2IGxpbmdlcmll
Li4uVGhlIHBsdWc=	Li4u44OX44Op44Kw
V2h5IGhhdmVuJ3QgeW91IGFza2Vk	44Gq44Gc44GC44Gq44Gf44GM5bCL44Gt44Gf44Gu44GL
U2F5IGl0	44GK5ZWP44GE5ZCI44KP44Gb
WWVz	44GK5ZWP44GE5ZCI44KP44Gb
VGVsbCBtZSB0aG9zZSBmaXJzdA==	44GK5ZWP44GE5ZCI44KP44Gb
QXNrIG1lIHByb3Blcmx5Lg==	44GK5ZWP44GE5ZCI44KP44Gb
WWVzLiBBbmQgSSB3YW50IHRvIGhlYXIgYWJvdXQgZXZlcnkgc2Vjb25kIG9mIGl0Lg==	44Gv44GE44CCIOavjuenkuiBnuOBhOOBpuOBv+OBn+OBhOOAgg==
SSd2ZSBiZWVuIHRoaW5raW5nIGFib3V0IGl0IHNpbmNlIHRoZSBib3V0aXF1ZSB0b28=	5Y+k44GN6YGO44GO44GL44KJ6ICD44GI44Gm44GN44Gf
VGhlbiB5ZXM=	44Gd44KM44GL44KJ44Gv44GE
WWVzLiBPZiBjb3Vyc2UgeWVzLg==	44Gv44GE44CCIOOCguOBoeOCjeOCk+OBp+OBmeOAgg==
WWVzLiBCdXQgSSB3YW50IHlvdSBzdXJlIGl0J3Mgd2hhdCB5b3Ugd2FudCBhbmQgbm90IHdoYXQgaGUgd2FudHMu	44Gv44GE44CCIOOBl+OBi+OBl+OAgeengeOBr+OBguOBquOBn+OBjOacm+OCgOOCguOBruOBp+OBr+OBquOBj+OAgeW9vOOBjOacm+OCgOOCguOBruOBp+OBguOCi+OBk+OBqOOCkueiuuiqjeOBl+OBn+OBhOOBp+OBmeOAgg==
Tm93Pw==	44GK5ZWP44GE5ZCI44KP44Gb
SG93IGRvZXMgaXQgZmVlbA==	44Gp44Gu44KI44GG44Gr5oSf44GY44Gm44GE44KL44GL
WW91J2xsIGJlIGZpbmU=	44GK5ZWP44GE5ZCI44KP44Gb
VGhhdCBldmVuaW5nLi4u	5aSV5pa5Li4u
SGV5IGN1Y2s=	44OY44Kk44Kt44Oj44OD44Kv
Q2hlY2sgdGhlIHBhZ2U=	44K144Kk44OI44Oe44OD44OX
U2hlJ3MgZ29vZCBhdCB0aGlz	5b285aWz44Gv44GT44KM44Gn6Imv44GE44Gn44GZ
VGVycmlibGUgYXQgYWlyIGhvY2tleSB0aG91Z2g=	56m65rCX44Ob44OD44Kx44O844Gn5oGQ44KN44GX44GE44GM
QWx3YXlzIGRvICg7	5bi444Gr44KE44KLICg7
RGlkIHlvdSBzZWUgdGhlIHBvc3Q=	5oqV56i/44KS6KaL44KL
SSBsZXQgaGltIHRha2UgdGhhdCBvbmU=	56eB44Gv5b2844Gr44Gd44GuMeOCkuWPluOCi+OBk+OBqOOCkuiBnuOBi+OBm+OBpg==
SXRzIG5vdCBldmVuIGEgYmFkIG9uZSBoaWhp	5oKq44GP44Gq44GE5LiA5Yy544Gu44OP44Kk44OS
SSdtIGtlZXBpbmcgdGhlIGR1Y2sgdGhvdWdo	56eB44Gv44Ki44OS44Or44KS57at5oyB44GX44Gm44GE44G+44GZ44GM44CB
SGUgdHJpZWQgdG8gY2xhaW0gY3VzdG9keQ==	44Kr44K544OI44OH44Kj44KS5Li75by144GX44KI44GG44Go44GX44Gf
VGhhdHMgd2hhdCBJIHNhaWQgaGloaQ==	44OS44OS44OS44Go6KiA44Gj44Gf44GT44Go
R29pbmcgdG8gc2xlZXAgYmFieS4gTG92ZSB5b3Uu	6LWk44Gh44KD44KT44KS55yg44KLIOOBiuWVj+OBhOWQiOOCj+OBmw==
QmFjayBhdCB0aGUgaG90ZWwgYmFieQ==	44Ob44OG44Or44Gu6LWk44Gh44KD44KT44Gr5oi744Gj44Gm
RmVldCBkZXN0cm95ZWQuIFdvcnRoIGl0IHRob3VnaCBoaWhp	44OV44Kj44O844OI44Gv56C05aOK44GX44G+44GX44Gf44CCIOODj+OCpOODj+OCpOOBp+S+oeWApOOBruOBguOCiw==
R29vZG5pZ2h0IDwz	5aSV5pa5IDwz
SXRzIGFjdHVhbGx5IGZ1bGwuIExpa2UgdHdlbnR5IG9uIHRvcCBvZiB0aGUgY2xhc3Mu	5pys5b2T44Gr44GE44Gj44Gx44GE44Gn44GZ44CCIOOCr+ODqeOCueOBruWFiOmgreOBqzIw44Go5ZCM5qeY44Gr44CC
UGVvcGxlIGFyZSBhc2tpbmcgbWUgcXVlc3Rpb25zIGFib3V0IHRoZSBwYWludGluZy4uLg==	57W155S744Gr44Gk44GE44Gm44Gu6LOq5ZWP44KS44GX44Gm44GE44G+44GZLi4u
SXQgZmVlbHMgc28gd2VpcmQgYmFiZQ==	44Go44Gm44KC5aWH5aaZ44GqIOODmeOCpOODluOCkuaEn+OBmOOCiw==
SS4uLi4=	44GK5ZWP44GE5ZCI44KP44Gb
SXQgZmVlbHPigKYgZXhwb3NlZCBidXQgaW4gYSBnb29kIHdheSBzb21laG93	44Go5oSf44GY44G+44GZLi4uIOmcsuWHuuOBl+OBn+OBjOOAgeiJr+OBhOaWueazleOBp+OBrw==
SXMgdGhpcyB3ZWlyZD8=	44GT44Gu5aWH5aaZ44GqPw==
SXRzIGxpa2UgdGhleSdyZSBub3QgbG9va2luZyBhdCBtZS4gVGhleSdyZSBsb29raW5nIGF0IHdoYXQgaGUgc2F3Lg==	6KaL44Gm44GE44Gq44GE44Gu44GM5aW944GN44Gn44GZ44CCIOW9vOOBjOimi+OBn+OBk+OBqOOCkuimi+OBpuOBv+OBn+OBhOOAgg==
QW5kIHRoYXRzIGEgZGlmZmVyZW50IHRoaW5nIHNvbWVob3c=	44Gd44GX44Gm44CB44Gd44KM44Gv44Gp44GG44GE44GG44KP44GR44GL6YGV44GG44GT44Go44Gn44GZ
SW0gcmFtYmVsaW5nIHNvcnJ5	55Sz44GX6Kiz44GC44KK44G+44Gb44KT44CB44GT44Gu44Kz44Oz44OG44Oz44OE44Gv44Gf44Gg5LuK
WWVh	44Om44Ki
SG9uZXN0bHkgYWZ0ZXIgdGhhdCBjbGFzcyB0aGlzIGlzIG5vdGhpbmc=	5q2j55u044CB44Gd44Gu44Kv44Op44K544Gu5b6M44CB44GT44KM44Gv5L2V44KC44Gq44GE
SSBzdG9vZCBuYWtlZCBpbiB0aGlzIGV4YWN0IHJvb20gZm9yIHR3byBob3VycyB3aGlsZSBmaXZlIHBlb3BsZSBkcmV3IG1l	56eB44GvNeS6uuOBruS6uuOBjOengeOCkuW8leOBhOOBn+mWk+OAgeOBk+OBruato+eiuuOBqumDqOWxi+OBp+mjvuOCieOCjOOBnw==
QSBkcmVzcyBmZWVscyBsaWtlIGFybW91ciBub3cgaGloaQ==	5pyN44Gv6KOF55Sy44Gu44KI44GG44Gq5oSf44GY44GM5LuKaGloaWhp
V2FpdCBsZXQgbWUgYXNrIEdlcmFyZA==	5b6F44Gf44Gb44Gm44CB56eB44GvR2VyYXJk44KS5bCL44Gt44KL
MiBtaW51dGVzIGxhdGVyLi4uLg==	MuWIhuW+jOKApg==
SSdtIHNoYWtpbmcgYSB0aW55IGJpdA==	56eB44Gv5bCP44GV44Gq44OT44OD44OI44KS44K344Kn44Kk44Kv44GX44Gm44GE44G+44GZ
SXRzIGRpZmZlcmVudCB3aGVuIHlvdSdyZSBkcmVzc2Vk	44GC44Gq44Gf44GM5pyN44KS552A44Gm44GE44KL44Go44GN44CB44Gd44Gu6YGV44GE
SW4gdGhlIGNsYXNzIEkgd2FzIGEgc2hhcGUgaW4gdGhlIG1pZGRsZSBvZiBhIHJvb20=	5pWZ5a6k44Gn44Gv6YOo5bGL44Gu55yf44KT5Lit44Gr5b2i44KS44GX44Gf
SGVyZSBJJ20gYSBwZXJzb24gaW4gYSBkcmVzcyBzdGFuZGluZyBuZXh0IHRvIGEgcGFpbnRpbmcgb2YgaGVyc2VsZiBpbiBoZXIgdW5kZXJ3ZWFy	44GT44GT44Gr56eB44Gv5b285aWz44Gu5LiL552A44Gr6Ieq5YiG6Ieq6Lqr44Gu57W155S744Gu5qiq44Gr56uL44Gj44Gm44GE44KL44OJ44Os44K544Gr44GE44KL5Lq644Gn44GZ
